--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,Scoring,,,Scoring,,Goals,,,,Assists,,,,,Ice Time,,-additional
Rk,Player,From,To,Yrs,GP▼,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,-9999
157,Daniel Carcillo,2007,2009,3,129,20,21,41,-19,572,12,8,0,1,15,6,0,233,8.6,1641,12:43,carcida01
158,Scottie Upshall,2009,2011,3,129,42,30,72,12,118,35,7,0,7,27,3,0,329,12.8,1911,14:49,upshasc01
159,Iain Duncan,1987,1991,4,127,34,55,89,-19,149,29,5,0,4,36,19,0,204,16.7,,,duncaia01
160,Doug Evans,1990,1992,3,127,24,42,66,8,209,19,4,1,1,28,12,2,145,16.6,,,evansdo01
161,Mike Eastwood,1995,1997,3,126,18,23,41,-14,28,16,2,0,3,21,1,1,133,13.5,,,eastwmi01
162,Oleg Saprykin,2006,2007,2,126,25,34,59,-8,104,20,5,0,3,27,7,0,261,9.6,1714,13:36,sapryol01
163,Peter Sullivan,1980,1981,2,126,28,54,82,-62,40,21,7,0,3,31,23,0,208,13.5,,,sullipe01
164,J.J. Moser,2022,2023,2,125,11,35,46,-22,51,7,4,0,2,26,9,0,133,8.3,2530,20:14,moserja01
165,Stéphane Quintal,1994,1995,2,124,14,35,49,-25,197,9,4,1,3,22,11,2,261,5.4,,,quintst01
166,Serge Savard*,1982,1983,2,123,6,21,27,-35,53,6,0,0,1,19,0,2,92,6.5,,,savarse01
167,Andrei Nazarov,2002,2004,3,122,10,5,15,-9,311,8,2,0,0,5,0,0,90,11.1,795,6:31,nazaran01
168,Danton Cole,1990,1992,3,120,21,17,38,-30,56,16,2,3,1,15,2,0,176,11.9,,,coleda01
169,Tyson Nash,2004,2006,2,119,3,11,14,-13,194,3,0,0,0,9,0,2,127,2.4,1323,11:07,nashty01
170,Matthew Lombardi,2009,2013,3,118,28,49,77,10,54,22,6,0,3,34,15,0,271,10.3,2093,17:44,lombama01
